nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Evento
12,0,0,0,0,506,506,-0.1348254447150006,Relajado
13,0,0,0,0,524,514,0.5580328059013112,Contraido
14,0,0,0,0,514,514,0.5580328059013112,Contraido
15,0,0,0,0,501,502,-0.4812545700231565,Relajado
0,0,0,0,0,502,502,-0.4812545700231565,Relajado
1,0,0,0,0,508,506,-0.1348254447150006,Relajado
2,0,0,0,0,506,508,0.0383891179390773,Contraido
3,0,0,0,0,511,511,0.2982109619201943,Contraido
4,0,0,0,0,525,511,0.2982109619201943,Contraido
5,0,0,0,0,503,503,-0.3946472886961175,Relajado
6,0,0,0,0,495,495,-1.087505539312429,Relajado
7,0,0,0,0,481,485,-1.9535783525828192,Relajado
8,0,0,0,0,485,485,-1.9535783525828192,Relajado
9,0,0,0,0,496,496,-1.0008982579853904,Relajado
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,517,517,0.8178546498824282,Contraido
12,0,0,0,0,525,517,0.8178546498824282,Contraido
13,0,0,0,0,517,521,1.164283775190584,Contraido
14,0,0,0,0,521,517,0.8178546498824282,Contraido
15,0,0,0,0,513,513,0.4714255245742722,Contraido
0,0,0,0,0,503,509,0.1249963992661163,Contraido
1,0,0,0,0,509,509,0.1249963992661163,Contraido
2,0,0,0,0,513,513,0.4714255245742722,Contraido
3,0,0,0,0,517,517,0.8178546498824282,Contraido
4,0,0,0,0,530,521,1.164283775190584,Contraido
5,0,0,0,0,521,524,1.424105619171701,Contraido
6,0,0,0,0,524,521,1.164283775190584,Contraido
7,0,0,0,0,518,518,0.9044619312094672,Contraido
8,0,0,0,0,502,502,-0.4812545700231565,Relajado
9,0,0,0,0,499,499,-0.7410764140042735,Relajado
10,0,0,0,0,484,484,-2.040185633909858,Relajado
11,0,0,0,0,477,484,-2.040185633909858,Relajado
12,0,0,0,0,498,498,-0.8276836953313125,Relajado
13,0,0,0,0,505,505,-0.2214327260420396,Relajado
14,0,0,0,0,515,515,0.6446400872283502,Contraido
15,0,0,0,0,518,515,0.6446400872283502,Contraido
0,0,0,0,0,509,509,0.1249963992661163,Contraido
1,0,0,0,0,506,509,0.1249963992661163,Contraido
2,0,0,0,0,509,506,-0.1348254447150006,Relajado
3,0,0,0,0,506,509,0.1249963992661163,Contraido
4,0,0,0,0,516,516,0.7312473685553892,Contraido
5,0,0,0,0,519,516,0.7312473685553892,Contraido
6,0,0,0,0,513,513,0.4714255245742722,Contraido
7,0,0,0,0,507,507,-0.0482181633879616,Relajado
8,0,0,0,0,503,503,-0.3946472886961175,Relajado
9,0,0,0,0,498,503,-0.3946472886961175,Relajado
10,0,0,0,0,503,499,-0.7410764140042735,Relajado
11,0,0,0,0,499,503,-0.3946472886961175,Relajado
12,0,0,0,0,504,504,-0.3080400073690785,Relajado
13,0,0,0,0,504,504,-0.3080400073690785,Relajado
14,0,0,0,0,508,508,0.0383891179390773,Contraido
15,0,0,0,0,511,511,0.2982109619201943,Contraido
0,0,0,0,0,518,513,0.4714255245742722,Contraido
1,0,0,0,0,513,513,0.4714255245742722,Contraido
2,0,0,0,0,511,511,0.2982109619201943,Contraido
3,0,0,0,0,506,506,-0.1348254447150006,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,510,509,0.1249963992661163,Contraido
6,0,0,0,0,509,509,0.1249963992661163,Contraido
7,0,0,0,0,500,503,-0.3946472886961175,Relajado
8,0,0,0,0,503,503,-0.3946472886961175,Relajado
9,0,0,0,0,516,515,0.6446400872283502,Contraido
10,0,0,0,0,515,515,0.6446400872283502,Contraido
11,0,0,0,0,507,513,0.4714255245742722,Contraido
12,0,0,0,0,513,513,0.4714255245742722,Contraido
13,0,0,0,0,514,513,0.4714255245742722,Contraido
14,0,0,0,0,507,507,-0.0482181633879616,Relajado
15,0,0,0,0,502,507,-0.0482181633879616,Relajado
0,0,0,0,0,515,510,0.2116036805931553,Contraido
1,0,0,0,0,510,513,0.4714255245742722,Contraido
2,0,0,0,0,513,513,0.4714255245742722,Contraido
3,0,0,0,0,521,521,1.164283775190584,Contraido
4,0,0,0,0,521,521,1.164283775190584,Contraido
5,0,0,0,0,521,521,1.164283775190584,Contraido
6,0,0,0,0,511,511,0.2982109619201943,Contraido
7,0,0,0,0,507,511,0.2982109619201943,Contraido
8,0,0,0,0,513,510,0.2116036805931553,Contraido
9,0,0,0,0,510,510,0.2116036805931553,Contraido
10,0,0,0,0,500,508,0.0383891179390773,Contraido
11,0,0,0,0,508,508,0.0383891179390773,Contraido
12,0,0,0,0,519,513,0.4714255245742722,Contraido
13,0,0,0,0,513,513,0.4714255245742722,Contraido
14,0,0,0,0,513,513,0.4714255245742722,Contraido
15,0,0,0,0,499,499,-0.7410764140042735,Relajado
0,0,0,0,0,490,493,-1.2607201019665073,Relajado
1,0,0,0,0,493,493,-1.2607201019665073,Relajado
2,0,0,0,0,493,493,-1.2607201019665073,Relajado
3,0,0,0,0,485,493,-1.2607201019665073,Relajado
4,0,0,0,0,504,504,-0.3080400073690785,Relajado
5,0,0,0,0,516,516,0.7312473685553892,Contraido
6,0,0,0,0,518,516,0.7312473685553892,Contraido
7,0,0,0,0,511,511,0.2982109619201943,Contraido
8,0,0,0,0,510,510,0.2116036805931553,Contraido
9,0,0,0,0,500,505,-0.2214327260420396,Relajado
10,0,0,0,0,505,501,-0.5678618513501955,Relajado
11,0,0,0,0,501,505,-0.2214327260420396,Relajado
12,0,0,0,0,506,506,-0.1348254447150006,Relajado
13,0,0,0,0,509,509,0.1249963992661163,Contraido
14,0,0,0,0,512,510,0.2116036805931553,Contraido
15,0,0,0,0,510,512,0.3848182432472332,Contraido
0,0,0,0,0,517,510,0.2116036805931553,Contraido
1,0,0,0,0,504,510,0.2116036805931553,Contraido
2,0,0,0,0,510,506,-0.1348254447150006,Relajado
3,0,0,0,0,506,510,0.2116036805931553,Contraido
4,0,0,0,0,511,511,0.2982109619201943,Contraido
5,0,0,0,0,512,512,0.3848182432472332,Contraido
6,0,0,0,0,517,517,0.8178546498824282,Contraido
7,0,0,0,0,518,517,0.8178546498824282,Contraido
8,0,0,0,0,501,501,-0.5678618513501955,Relajado
9,0,0,0,0,500,501,-0.5678618513501955,Relajado
10,0,0,0,0,506,506,-0.1348254447150006,Relajado
11,0,0,0,0,508,508,0.0383891179390773,Contraido
12,0,0,0,0,513,513,0.4714255245742722,Contraido
13,0,0,0,0,513,513,0.4714255245742722,Contraido
14,0,0,0,0,504,504,-0.3080400073690785,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,Relajado
0,0,0,0,0,506,506,-0.1348254447150006,Relajado
1,0,0,0,0,509,506,-0.1348254447150006,Relajado
2,0,0,0,0,500,506,-0.1348254447150006,Relajado
3,0,0,0,0,506,506,-0.1348254447150006,Relajado
4,0,0,0,0,518,518,0.9044619312094672,Contraido
5,0,0,0,0,519,518,0.9044619312094672,Contraido
6,0,0,0,0,508,508,0.0383891179390773,Contraido
7,0,0,0,0,505,508,0.0383891179390773,Contraido
8,0,0,0,0,518,518,0.9044619312094672,Contraido
9,0,0,0,0,520,518,0.9044619312094672,Contraido
10,0,0,0,0,511,511,0.2982109619201943,Contraido
11,0,0,0,0,500,506,-0.1348254447150006,Relajado
12,0,0,0,0,506,506,-0.1348254447150006,Relajado
13,0,0,0,0,511,511,0.2982109619201943,Contraido
14,0,0,0,0,511,511,0.2982109619201943,Contraido
15,0,0,0,0,504,511,0.2982109619201943,Contraido
0,0,0,0,0,513,508,0.0383891179390773,Contraido
1,0,0,0,0,508,508,0.0383891179390773,Contraido
2,0,0,0,0,505,505,-0.2214327260420396,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,Relajado
4,0,0,0,0,497,503,-0.3946472886961175,Relajado
5,0,0,0,0,503,503,-0.3946472886961175,Relajado
6,0,0,0,0,515,515,0.6446400872283502,Contraido
7,0,0,0,0,515,515,0.6446400872283502,Contraido
8,0,0,0,0,507,507,-0.0482181633879616,Relajado
9,0,0,0,0,498,504,-0.3080400073690785,Relajado
10,0,0,0,0,504,504,-0.3080400073690785,Relajado
11,0,0,0,0,511,504,-0.3080400073690785,Relajado
12,0,0,0,0,504,508,0.0383891179390773,Contraido
13,0,0,0,0,508,508,0.0383891179390773,Contraido
14,0,0,0,0,510,508,0.0383891179390773,Contraido
15,0,0,0,0,506,507,-0.0482181633879616,Relajado
0,0,0,0,0,507,507,-0.0482181633879616,Relajado
1,0,0,0,0,513,512,0.3848182432472332,Contraido
2,0,0,0,0,512,512,0.3848182432472332,Contraido
3,0,0,0,0,510,510,0.2116036805931553,Contraido
4,0,0,0,0,504,510,0.2116036805931553,Contraido
5,0,0,0,0,513,511,0.2982109619201943,Contraido
6,0,0,0,0,511,511,0.2982109619201943,Contraido
7,0,0,0,0,510,511,0.2982109619201943,Contraido
8,0,0,0,0,517,517,0.8178546498824282,Contraido
9,0,0,0,0,522,517,0.8178546498824282,Contraido
10,0,0,0,0,514,514,0.5580328059013112,Contraido
11,0,0,0,0,500,514,0.5580328059013112,Contraido
12,0,0,0,0,517,512,0.3848182432472332,Contraido
13,0,0,0,0,512,512,0.3848182432472332,Contraido
14,0,0,0,0,508,508,0.0383891179390773,Contraido
15,0,0,0,0,507,507,-0.0482181633879616,Relajado
0,0,0,0,0,502,505,-0.2214327260420396,Relajado
1,0,0,0,0,505,502,-0.4812545700231565,Relajado
2,0,0,0,0,499,499,-0.7410764140042735,Relajado
3,0,0,0,0,495,499,-0.7410764140042735,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,514,511,0.2982109619201943,Contraido
7,0,0,0,0,511,511,0.2982109619201943,Contraido
8,0,0,0,0,500,504,-0.3080400073690785,Relajado
9,0,0,0,0,504,500,-0.6544691326772345,Relajado
10,0,0,0,0,493,498,-0.8276836953313125,Relajado
11,0,0,0,0,498,498,-0.8276836953313125,Relajado
12,0,0,0,0,512,512,0.3848182432472332,Contraido
13,0,0,0,0,513,512,0.3848182432472332,Contraido
14,0,0,0,0,506,510,0.2116036805931553,Contraido
15,0,0,0,0,510,510,0.2116036805931553,Contraido
0,0,0,0,0,514,512,0.3848182432472332,Contraido
1,0,0,0,0,512,514,0.5580328059013112,Contraido
2,0,0,0,0,517,512,0.3848182432472332,Contraido
3,0,0,0,0,511,511,0.2982109619201943,Contraido
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,503,506,-0.1348254447150006,Relajado
6,0,0,0,0,506,506,-0.1348254447150006,Relajado
7,0,0,0,0,512,507,-0.0482181633879616,Relajado
8,0,0,0,0,507,508,0.0383891179390773,Contraido
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,510,508,0.0383891179390773,Contraido
11,0,0,0,0,508,508,0.0383891179390773,Contraido
12,0,0,0,0,499,503,-0.3946472886961175,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,Relajado
14,0,0,0,0,521,512,0.3848182432472332,Contraido
15,0,0,0,0,512,512,0.3848182432472332,Contraido
0,0,0,0,0,507,507,-0.0482181633879616,Relajado
1,0,0,0,0,498,507,-0.0482181633879616,Relajado
2,0,0,0,0,508,508,0.0383891179390773,Contraido
3,0,0,0,0,510,510,0.2116036805931553,Contraido
4,0,0,0,0,513,510,0.2116036805931553,Contraido
5,0,0,0,0,510,513,0.4714255245742722,Contraido
6,0,0,0,0,515,513,0.4714255245742722,Contraido
7,0,0,0,0,513,513,0.4714255245742722,Contraido
8,0,0,0,0,506,510,0.2116036805931553,Contraido
9,0,0,0,0,510,506,-0.1348254447150006,Relajado
10,0,0,0,0,500,500,-0.6544691326772345,Relajado
11,0,0,0,0,499,500,-0.6544691326772345,Relajado
12,0,0,0,0,503,503,-0.3946472886961175,Relajado
13,0,0,0,0,506,506,-0.1348254447150006,Relajado
14,0,0,0,0,509,506,-0.1348254447150006,Relajado
15,0,0,0,0,502,506,-0.1348254447150006,Relajado
0,0,0,0,0,506,506,-0.1348254447150006,Relajado
1,0,0,0,0,512,510,0.2116036805931553,Contraido
2,0,0,0,0,510,510,0.2116036805931553,Contraido
3,0,0,0,0,495,505,-0.2214327260420396,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,Relajado
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,521,521,1.164283775190584,Contraido
7,0,0,0,0,522,521,1.164283775190584,Contraido
8,0,0,0,0,515,515,0.6446400872283502,Contraido
9,0,0,0,0,509,511,0.2982109619201943,Contraido
10,0,0,0,0,511,509,0.1249963992661163,Contraido
11,0,0,0,0,507,510,0.2116036805931553,Contraido
12,0,0,0,0,510,510,0.2116036805931553,Contraido
13,0,0,0,0,511,511,0.2982109619201943,Contraido
14,0,0,0,0,518,518,0.9044619312094672,Contraido
15,0,0,0,0,519,518,0.9044619312094672,Contraido
0,0,0,0,0,505,505,-0.2214327260420396,Relajado
1,0,0,0,0,502,502,-0.4812545700231565,Relajado
2,0,0,0,0,496,496,-1.0008982579853904,Relajado
3,0,0,0,0,495,496,-1.0008982579853904,Relajado
4,0,0,0,0,510,510,0.2116036805931553,Contraido
5,0,0,0,0,512,510,0.2116036805931553,Contraido
6,0,0,0,0,509,509,0.1249963992661163,Contraido
7,0,0,0,0,503,509,0.1249963992661163,Contraido
8,0,0,0,0,519,512,0.3848182432472332,Contraido
9,0,0,0,0,512,518,0.9044619312094672,Contraido
10,0,0,0,0,518,515,0.6446400872283502,Contraido
11,0,0,0,0,515,518,0.9044619312094672,Contraido
12,0,0,0,0,518,515,0.6446400872283502,Contraido
13,0,0,0,0,510,510,0.2116036805931553,Contraido
14,0,0,0,0,503,505,-0.2214327260420396,Relajado
15,0,0,0,0,505,505,-0.2214327260420396,Relajado
0,0,0,0,0,505,505,-0.2214327260420396,Relajado
1,0,0,0,0,508,508,0.0383891179390773,Contraido
2,0,0,0,0,508,508,0.0383891179390773,Contraido
3,0,0,0,0,499,503,-0.3946472886961175,Relajado
4,0,0,0,0,503,503,-0.3946472886961175,Relajado
5,0,0,0,0,511,511,0.2982109619201943,Contraido
6,0,0,0,0,513,511,0.2982109619201943,Contraido
7,0,0,0,0,505,509,0.1249963992661163,Contraido
8,0,0,0,0,509,505,-0.2214327260420396,Relajado
9,0,0,0,0,503,503,-0.3946472886961175,Relajado
10,0,0,0,0,501,503,-0.3946472886961175,Relajado
11,0,0,0,0,503,501,-0.5678618513501955,Relajado
12,0,0,0,0,500,500,-0.6544691326772345,Relajado
13,0,0,0,0,495,500,-0.6544691326772345,Relajado
14,0,0,0,0,505,495,-1.087505539312429,Relajado
15,0,0,0,0,495,505,-0.2214327260420396,Relajado
0,0,0,0,0,508,508,0.0383891179390773,Contraido
1,0,0,0,0,515,515,0.6446400872283502,Contraido
2,0,0,0,0,526,526,1.597320181825779,Contraido
3,0,0,0,0,531,531,2.030356588460974,Contraido
4,0,0,0,0,531,531,2.030356588460974,Contraido
5,0,0,0,0,513,513,0.4714255245742722,Contraido
6,0,0,0,0,499,500,-0.6544691326772345,Relajado
7,0,0,0,0,500,499,-0.7410764140042735,Relajado
8,0,0,0,0,497,499,-0.7410764140042735,Relajado
9,0,0,0,0,499,499,-0.7410764140042735,Relajado
10,0,0,0,0,511,509,0.1249963992661163,Contraido
11,0,0,0,0,509,511,0.2982109619201943,Contraido
12,0,0,0,0,512,510,0.2116036805931553,Contraido
13,0,0,0,0,510,510,0.2116036805931553,Contraido
14,0,0,0,0,502,506,-0.1348254447150006,Relajado
15,0,0,0,0,506,504,-0.3080400073690785,Relajado
0,0,0,0,0,504,504,-0.3080400073690785,Relajado
1,0,0,0,0,494,499,-0.7410764140042735,Relajado
2,0,0,0,0,499,499,-0.7410764140042735,Relajado
3,0,0,0,0,509,509,0.1249963992661163,Contraido
4,0,0,0,0,519,519,0.9910692125365062,Contraido
5,0,0,0,0,520,519,0.9910692125365062,Contraido
6,0,0,0,0,515,515,0.6446400872283502,Contraido
7,0,0,0,0,509,509,0.1249963992661163,Contraido
8,0,0,0,0,506,506,-0.1348254447150006,Relajado
9,0,0,0,0,501,504,-0.3080400073690785,Relajado
10,0,0,0,0,504,501,-0.5678618513501955,Relajado
11,0,0,0,0,499,500,-0.6544691326772345,Relajado
12,0,0,0,0,500,500,-0.6544691326772345,Relajado
13,0,0,0,0,514,514,0.5580328059013112,Contraido
14,0,0,0,0,521,521,1.164283775190584,Contraido
15,0,0,0,0,521,521,1.164283775190584,Contraido
0,0,0,0,0,507,508,0.0383891179390773,Contraido
1,0,0,0,0,508,507,-0.0482181633879616,Relajado
2,0,0,0,0,506,506,-0.1348254447150006,Relajado
3,0,0,0,0,501,506,-0.1348254447150006,Relajado
4,0,0,0,0,508,508,0.0383891179390773,Contraido
5,0,0,0,0,518,512,0.3848182432472332,Contraido
6,0,0,0,0,512,512,0.3848182432472332,Contraido
7,0,0,0,0,507,507,-0.0482181633879616,Relajado
8,0,0,0,0,495,500,-0.6544691326772345,Relajado
9,0,0,0,0,500,500,-0.6544691326772345,Relajado
10,0,0,0,0,511,511,0.2982109619201943,Contraido
11,0,0,0,0,517,512,0.3848182432472332,Contraido
12,0,0,0,0,512,512,0.3848182432472332,Contraido
13,0,0,0,0,510,512,0.3848182432472332,Contraido
14,0,0,0,0,515,515,0.6446400872283502,Contraido
15,0,0,0,0,516,516,0.7312473685553892,Contraido
0,0,0,0,0,518,516,0.7312473685553892,Contraido
1,0,0,0,0,510,510,0.2116036805931553,Contraido
2,0,0,0,0,506,507,-0.0482181633879616,Relajado
3,0,0,0,0,507,507,-0.0482181633879616,Relajado
4,0,0,0,0,510,507,-0.0482181633879616,Relajado
5,0,0,0,0,504,510,0.2116036805931553,Contraido
6,0,0,0,0,516,504,-0.3080400073690785,Relajado
7,0,0,0,0,500,500,-0.6544691326772345,Relajado
8,0,0,0,0,499,499,-0.7410764140042735,Relajado
9,0,0,0,0,498,499,-0.7410764140042735,Relajado
10,0,0,0,0,499,499,-0.7410764140042735,Relajado
11,0,0,0,0,507,504,-0.3080400073690785,Relajado
12,0,0,0,0,504,504,-0.3080400073690785,Relajado
13,0,0,0,0,504,504,-0.3080400073690785,Relajado
14,0,0,0,0,511,504,-0.3080400073690785,Relajado
15,0,0,0,0,503,508,0.0383891179390773,Contraido
0,0,0,0,0,508,507,-0.0482181633879616,Relajado
1,0,0,0,0,507,508,0.0383891179390773,Contraido
2,0,0,0,0,513,507,-0.0482181633879616,Relajado
3,0,0,0,0,503,513,0.4714255245742722,Contraido
4,0,0,0,0,516,516,0.7312473685553892,Contraido
5,0,0,0,0,516,516,0.7312473685553892,Contraido
6,0,0,0,0,507,511,0.2982109619201943,Contraido
7,0,0,0,0,511,511,0.2982109619201943,Contraido
8,0,0,0,0,516,516,0.7312473685553892,Contraido
9,0,0,0,0,526,516,0.7312473685553892,Contraido
10,0,0,0,0,511,511,0.2982109619201943,Contraido
11,0,0,0,0,505,507,-0.0482181633879616,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,Relajado
13,0,0,0,0,510,507,-0.0482181633879616,Relajado
14,0,0,0,0,501,501,-0.5678618513501955,Relajado
15,0,0,0,0,496,501,-0.5678618513501955,Relajado
0,0,0,0,0,505,505,-0.2214327260420396,Relajado
1,0,0,0,0,523,521,1.164283775190584,Contraido
2,0,0,0,0,521,521,1.164283775190584,Contraido
3,0,0,0,0,513,513,0.4714255245742722,Contraido
4,0,0,0,0,503,512,0.3848182432472332,Contraido
5,0,0,0,0,512,503,-0.3946472886961175,Relajado
6,0,0,0,0,502,502,-0.4812545700231565,Relajado
7,0,0,0,0,502,502,-0.4812545700231565,Relajado
8,0,0,0,0,511,509,0.1249963992661163,Contraido
9,0,0,0,0,509,511,0.2982109619201943,Contraido
10,0,0,0,0,512,509,0.1249963992661163,Contraido
11,0,0,0,0,500,508,0.0383891179390773,Contraido
12,0,0,0,0,508,508,0.0383891179390773,Contraido
13,0,0,0,0,509,509,0.1249963992661163,Contraido
14,0,0,0,0,525,509,0.1249963992661163,Contraido
15,0,0,0,0,508,508,0.0383891179390773,Contraido
0,0,0,0,0,504,508,0.0383891179390773,Contraido
1,0,0,0,0,511,507,-0.0482181633879616,Relajado
2,0,0,0,0,507,507,-0.0482181633879616,Relajado
3,0,0,0,0,499,501,-0.5678618513501955,Relajado
4,0,0,0,0,501,501,-0.5678618513501955,Relajado
5,0,0,0,0,507,501,-0.5678618513501955,Relajado
6,0,0,0,0,500,507,-0.0482181633879616,Relajado
7,0,0,0,0,510,510,0.2116036805931553,Contraido
8,0,0,0,0,522,521,1.164283775190584,Contraido
9,0,0,0,0,521,521,1.164283775190584,Contraido
10,0,0,0,0,515,515,0.6446400872283502,Contraido
11,0,0,0,0,510,510,0.2116036805931553,Contraido
12,0,0,0,0,507,508,0.0383891179390773,Contraido
13,0,0,0,0,508,508,0.0383891179390773,Contraido
14,0,0,0,0,521,519,0.9910692125365062,Contraido
15,0,0,0,0,519,519,0.9910692125365062,Contraido
0,0,0,0,0,512,512,0.3848182432472332,Contraido
1,0,0,0,0,504,506,-0.1348254447150006,Relajado
2,0,0,0,0,506,504,-0.3080400073690785,Relajado
3,0,0,0,0,496,501,-0.5678618513501955,Relajado
4,0,0,0,0,501,501,-0.5678618513501955,Relajado
5,0,0,0,0,504,501,-0.5678618513501955,Relajado
6,0,0,0,0,501,501,-0.5678618513501955,Relajado
7,0,0,0,0,501,501,-0.5678618513501955,Relajado
8,0,0,0,0,516,516,0.7312473685553892,Contraido
9,0,0,0,0,518,516,0.7312473685553892,Contraido
10,0,0,0,0,513,513,0.4714255245742722,Contraido
11,0,0,0,0,502,513,0.4714255245742722,Contraido
12,0,0,0,0,515,515,0.6446400872283502,Contraido
13,0,0,0,0,516,515,0.6446400872283502,Contraido
14,0,0,0,0,510,510,0.2116036805931553,Contraido
15,0,0,0,0,509,509,0.1249963992661163,Contraido
0,0,0,0,0,502,502,-0.4812545700231565,Relajado
1,0,0,0,0,501,502,-0.4812545700231565,Relajado
2,0,0,0,0,505,501,-0.5678618513501955,Relajado
3,0,0,0,0,500,505,-0.2214327260420396,Relajado
4,0,0,0,0,515,511,0.2982109619201943,Contraido
5,0,0,0,0,511,511,0.2982109619201943,Contraido
6,0,0,0,0,506,506,-0.1348254447150006,Relajado
7,0,0,0,0,493,494,-1.1741128206394684,Relajado
8,0,0,0,0,494,494,-1.1741128206394684,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,511,511,0.2982109619201943,Contraido
11,0,0,0,0,514,514,0.5580328059013112,Contraido
12,0,0,0,0,514,514,0.5580328059013112,Contraido
13,0,0,0,0,514,514,0.5580328059013112,Contraido
14,0,0,0,0,518,514,0.5580328059013112,Contraido
15,0,0,0,0,504,509,0.1249963992661163,Contraido
0,0,0,0,0,509,508,0.0383891179390773,Contraido
1,0,0,0,0,508,509,0.1249963992661163,Contraido
2,0,0,0,0,522,514,0.5580328059013112,Contraido
3,0,0,0,0,514,514,0.5580328059013112,Contraido
4,0,0,0,0,503,504,-0.3080400073690785,Relajado
5,0,0,0,0,504,504,-0.3080400073690785,Relajado
6,0,0,0,0,504,504,-0.3080400073690785,Relajado
7,0,0,0,0,497,501,-0.5678618513501955,Relajado
8,0,0,0,0,501,501,-0.5678618513501955,Relajado
9,0,0,0,0,509,508,0.0383891179390773,Contraido
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,506,508,0.0383891179390773,Contraido
12,0,0,0,0,514,514,0.5580328059013112,Contraido
13,0,0,0,0,515,515,0.6446400872283502,Contraido
14,0,0,0,0,515,515,0.6446400872283502,Contraido
15,0,0,0,0,511,511,0.2982109619201943,Contraido
0,0,0,0,0,506,506,-0.1348254447150006,Relajado
1,0,0,0,0,504,506,-0.1348254447150006,Relajado
2,0,0,0,0,508,506,-0.1348254447150006,Relajado
3,0,0,0,0,506,506,-0.1348254447150006,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,Relajado
5,0,0,0,0,513,513,0.4714255245742722,Contraido
6,0,0,0,0,515,513,0.4714255245742722,Contraido
7,0,0,0,0,509,509,0.1249963992661163,Contraido
8,0,0,0,0,496,505,-0.2214327260420396,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,Relajado
10,0,0,0,0,513,505,-0.2214327260420396,Relajado
11,0,0,0,0,504,508,0.0383891179390773,Contraido
12,0,0,0,0,508,506,-0.1348254447150006,Relajado
13,0,0,0,0,506,508,0.0383891179390773,Contraido
14,0,0,0,0,518,509,0.1249963992661163,Contraido
15,0,0,0,0,509,518,0.9044619312094672,Contraido
0,0,0,0,0,518,515,0.6446400872283502,Contraido
1,0,0,0,0,515,518,0.9044619312094672,Contraido
2,0,0,0,0,519,515,0.6446400872283502,Contraido
3,0,0,0,0,514,519,0.9910692125365062,Contraido
4,0,0,0,0,526,520,1.077676493863545,Contraido
5,0,0,0,0,520,520,1.077676493863545,Contraido
6,0,0,0,0,498,498,-0.8276836953313125,Relajado
7,0,0,0,0,493,494,-1.1741128206394684,Relajado
8,0,0,0,0,494,494,-1.1741128206394684,Relajado
9,0,0,0,0,508,508,0.0383891179390773,Contraido
10,0,0,0,0,508,508,0.0383891179390773,Contraido
11,0,0,0,0,504,504,-0.3080400073690785,Relajado
12,0,0,0,0,499,504,-0.3080400073690785,Relajado
13,0,0,0,0,505,505,-0.2214327260420396,Relajado
14,0,0,0,0,505,505,-0.2214327260420396,Relajado
15,0,0,0,0,498,500,-0.6544691326772345,Relajado
0,0,0,0,0,500,500,-0.6544691326772345,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,Relajado
2,0,0,0,0,515,507,-0.0482181633879616,Relajado
3,0,0,0,0,507,507,-0.0482181633879616,Relajado
4,0,0,0,0,507,507,-0.0482181633879616,Relajado
5,0,0,0,0,512,512,0.3848182432472332,Contraido
6,0,0,0,0,524,520,1.077676493863545,Contraido
7,0,0,0,0,520,520,1.077676493863545,Contraido
8,0,0,0,0,518,518,0.9044619312094672,Contraido
9,0,0,0,0,512,516,0.7312473685553892,Contraido
10,0,0,0,0,516,514,0.5580328059013112,Contraido
11,0,0,0,0,514,516,0.7312473685553892,Contraido
12,0,0,0,0,517,514,0.5580328059013112,Contraido
13,0,0,0,0,506,506,-0.1348254447150006,Relajado
14,0,0,0,0,504,504,-0.3080400073690785,Relajado
15,0,0,0,0,502,502,-0.4812545700231565,Relajado
0,0,0,0,0,501,502,-0.4812545700231565,Relajado
1,0,0,0,0,504,501,-0.5678618513501955,Relajado
2,0,0,0,0,500,500,-0.6544691326772345,Relajado
3,0,0,0,0,498,500,-0.6544691326772345,Relajado
4,0,0,0,0,503,503,-0.3946472886961175,Relajado
5,0,0,0,0,508,508,0.0383891179390773,Contraido
6,0,0,0,0,516,511,0.2982109619201943,Contraido
7,0,0,0,0,511,515,0.6446400872283502,Contraido
8,0,0,0,0,515,511,0.2982109619201943,Contraido
9,0,0,0,0,504,508,0.0383891179390773,Contraido
10,0,0,0,0,508,504,-0.3080400073690785,Relajado
11,0,0,0,0,499,505,-0.2214327260420396,Relajado
12,0,0,0,0,505,504,-0.3080400073690785,Relajado
13,0,0,0,0,504,505,-0.2214327260420396,Relajado
14,0,0,0,0,514,513,0.4714255245742722,Contraido
15,0,0,0,0,513,513,0.4714255245742722,Contraido
0,0,0,0,0,510,510,0.2116036805931553,Contraido
1,0,0,0,0,510,510,0.2116036805931553,Contraido
2,0,0,0,0,507,510,0.2116036805931553,Contraido
3,0,0,0,0,510,507,-0.0482181633879616,Relajado
4,0,0,0,0,499,510,0.2116036805931553,Contraido
5,0,0,0,0,515,512,0.3848182432472332,Contraido
6,0,0,0,0,512,512,0.3848182432472332,Contraido
